disease,postLink,postHeading,postContent
Major Depressive Disorder,https://www.drugs.com/answers/depression-starting-bupropion-latuda-prozac-3214254.html,Depression - I'm starting to take bupropion with my Latuda and Prozac. I also take trazodone. Has?,... anyone had bad side effects taking this cocktail of these drugs? 
Major Depressive Disorder,https://www.drugs.com/answers/increase-lexapro-dose-3466430.html,Should I increase my Lexapro dose?,"I’ve been on 10 mg of Lexapro for 12 days now. I’m supposed to see my doctor in another ~2 weeks. I’m feeling better than I was before I started back on Lexapro (I was on it years ago), but I’m still not feeling great. Still pretty darn depressed and generally anxious a lot of the time. I’m grateful for the improvements in my mental health I have made, but this is incredibly disheartening. I haven’t felt normal for months. I’ve struggled with depression and anxiety for years but for the past 4 or 5 months it’s been wretched. I feel like a shell of the person I once was. I feel like there’s no way out. I initially wanted to stay on a lower dose of Lexapro but now I am thinking an increase is what I need. Does that sound correct? Is increasing to 15 mg something I should talk to my doctor about? I just need some hope. I’m a senior college student and I’m heading back to school tomorrow, away from home, starting classes again in a few days for my last semester of college and I’m really worried the stressors of being at school are going to make me worse again. Please help. "
Major Depressive Disorder,https://www.drugs.com/answers/prozac-doxepin-together-3211409.html,I take Prozac and doxepin together?,Ive been taking Prozac 60 mg in the am and doxepin 50 mg in the the pm and i just read about a drug interactions. I'm freaking out now and don't know if i should go to ER because i have a few symptoms of serotonin syndrome. I don't know what to do I tried calling doctor but he isn't there on weekends and no way to get a hold of him. So should i go to ER or am i just overreacting. 
Major Depressive Disorder,https://www.drugs.com/answers/cymbalta-anti-depressant-3180663.html,Cymbalta - Should I take this anti depressant?,I've recently been prescribed this medication as fluoxetine has not benefitted me. Today is the first day I have not taken any medication in approximately nine months and I feel more human than I ever have. I am very concerned about taking Cymbalta as I have read some incredibly bad things about it on the internet. I'm only 19 and I don't want this medication to ruin my life. 
Major Depressive Disorder,https://www.drugs.com/answers/depression-psychiatrist-prescribe-atypical-3427234.html,Depression - Why do some psychiatrists prescribe atypical antipsychotics for MDD?,"My depression does not include delusions, hallucinations, mania, hypomania, or any of the bipolar/ schizophrenic symptoms. I know it says it can be an add on therapy but why would someone with depression be prescribed that considering all of the side effects the drug causes? I’m asking for opinions only so please don’t be politically correct. I’m trying to see this through a different perspective since it does not have any logic from my perspective. I have read plenty of websites explaining it but it doesn’t seem logical to me. "
Major Depressive Disorder,https://www.drugs.com/answers/zoloft-work-awhile-stop-3405373.html,Does Zoloft work for awhile then can I just stop?,"On 100 mg for about 3 weeks with improved mood, less depression, less anxiety. It lasted for about 10 days then just stopped working. I crashed badly, crying, not sleeping, upset. Do I try an increased dose? "
Major Depressive Disorder,https://www.drugs.com/answers/long-wait-quetiapine-start-working-depression-3417107.html,How long is the wait for quetiapine to start working for depression?,I have anxiety and depression and sleep is a problem. Is it the usual 4 to 6 weeks? 
Major Depressive Disorder,https://www.drugs.com/answers/drank-alcohol-tonight-zoloft-3403790.html,If I drank alcohol tonight should I still take my Zoloft?,"I've been taking 25mg of Zoloft for the past 8 days. Tonight I've had about 5 drinks and I'm wondering if it's better to skip my medication or take it and endure the possible side effects. Every website that I've looked at says definetly do not drink alcohol while taking this medication but i drank without really thinking and every website also says absolutely don't miss a dose. What do I do with this situation. I also take seroquel for horrible insomnia, should I also not take that? Thanks in advance for your answers. "
Major Depressive Disorder,https://www.drugs.com/answers/effexor-give-you-motivation-work-gym-daily-3398495.html,"Does Effexor give you motivation to get to work, gym and other daily activities?",I have completely interest in everything and been staying home most of the time. I have been on Effexor for over a week. I want my life back. 
Major Depressive Disorder,https://www.drugs.com/answers/lexapro-making-angry-3299308.html,Lexapro making me angry?,I started taking Lexapro 6 months ago and for the first 3 months was wonderful. Then I started to get into these manic Anger episodes... Nothing physical just verbally. I would get angry at anything and everything and I was unable to make it stop. Sometimes days on end in complete rage. I have weaned myself off the Lexapro... Will all SSRI's cause this? Would switching to a different SSRI and then maybe adding Xanax help? I feel like this will never get better. 
Major Depressive Disorder,https://www.drugs.com/answers/remeron-45mg-night-helping-3001388.html,Remeron 45mg a night still not helping?,"Hi all, i started remeron 45mg a night but still i don't feel better, i can't sleep, anixity persists, and all other problems are still there, it's my 2nd week with no progress, i don't trust doc anymore they just make a try&error. "
Major Depressive Disorder,https://www.drugs.com/answers/150-mg-trazodone-night-script-10-mg-lexapro-day-3426134.html,Am on 150 mg trazodone at night and was just given a script for 10 mg Lexapro for day. any danger?,"Trazodone wasn't helping for depression, just the anxiety, so he gave me Lexapro to help with depression along with it. I am concerned. Anybody else on this combo? "
Major Depressive Disorder,https://www.drugs.com/answers/celexa-wellbutrin-3332049.html,Celexa to Wellbutrin?,"I have been on Celexa 40mg for over two years. I went through a really bad low over two years ago, and it took a long time to get my anxiety down and my mood up. It never got to where it should be, but it got me out of my funk... kinda. My doctor retired and I was switched to a PCP that did not have psych experience. I complained about side effect from Celexa and she said it was normal and she didn't want to change my meds. I have gained 40 pounds, have NO libido, and I feel really tired and down all the time. I made an appointment with a new psychiatrist and I am going to ask about Wellbutrin. I have heard good things about it, but I am really worried about the transition. I think I have a dopamine deficiency and I need something to help boost it. Any advice from people who have done this switch? How should I go about talking to the doctor about this? "
